"Cinnamon bittern, Ixobrychus cinnamomeus (Northern Mariana Islands) (A) LC"
"Black bittern, Ixobrychus flavicollis (Guam) (A) LC"
"Least bittern, Ixobrychus exilis LC"
"Bare-throated tiger-heron, Tigrisoma mexicanum (A) LC"
"Great blue heron, Ardea herodias LC"
"Gray heron, Ardea cinerea (A) LC"
"Great egret, Ardea alba LC"
"Intermediate egret, Ardea intermedia (A) LC"
"White-faced heron, Egretta novaehollandiae (American Samoa) (A) LC"
"Chinese egret, Egretta eulophotes (A) VU"
"Little egret, Egretta garzetta (C) LC"
"Western reef-heron, Egretta gularis (A) LC"
"Pacific reef-heron, Egretta sacra (American Samoa, Guam, Northern Mariana Islands) LC"
"Snowy egret, Egretta thula LC"
"Little blue heron, Egretta caerulea LC"
"Tricolored heron, Egretta tricolor LC"
"Reddish egret, Egretta rufescens NT"
"Cattle egret, Bubulcus ibis LC"
"Chinese pond-heron, Ardeola bacchus (A) LC"
"Green heron, Butorides virescens LC"
"Striated heron, Butorides striata (Puerto Rico) (A) LC"
"Black-crowned night-heron, Nycticorax nycticorax LC"
"Nankeen night-heron, Nycticorax caledonicus (Northern Mariana Islands) (A) LC"
"Yellow-crowned night-heron, Nyctanassa violacea LC"
"White ibis, Eudocimus albus LC"
"Scarlet ibis, Eudocimus ruber (A) LC"
"Glossy ibis, Plegadis falcinellus LC"
"White-faced ibis, Plegadis chihi LC"
"Roseate spoonbill, Platalea ajaja LC"
"African sacred ibis, Threskiornis aethiopicus (I) LC"
"California condor, Gymnogyps californianus (Ex)[note 7][18][19][20][21] CR"
"Black vulture, Coragyps atratus LC"
"Turkey vulture, Cathartes aura LC"
"Osprey, Pandion haliaetus LC"
"White-tailed kite, Elanus leucurus LC"
"Hook-billed kite, Chondrohierax uncinatus LC"
"Swallow-tailed kite, Elanoides forficatus LC"
"Golden eagle, Aquila chrysaetos LC"
"Double-toothed kite, Harpagus bidentatus (A) LC"
"Gray-faced buzzard, Butastur indicus (Guam) (A) LC"
"Northern harrier, Circus hudsonius LC"
"Western marsh-harrier, Circus aeruginosus (A) LC"
"Eastern marsh harrier, Circus spilonotus (Northern Mariana Islands) (A) LC"
"Hen harrier, Circus cyaneus (U.S. Minor Outlying Islands) (A) LC"
"Chinese sparrowhawk, Accipiter soloensis (A) LC"
"Sharp-shinned hawk, Accipiter striatus LC"
"Cooper's hawk, Accipiter cooperii LC"
"Northern goshawk, Accipiter gentilis LC"
"Eurasian sparrowhawk, Accipiter nisus (A) LC"
"Black kite, Milvus migrans (A) LC"
"Bald eagle, Haliaeetus leucocephalus LC"
"White-tailed eagle, Haliaeetus albicilla (C) LC"
"Steller's sea-eagle, Haliaeetus pelagicus (C) VU"
"Mississippi kite, Ictinia mississippiensis LC"
"Crane hawk, Geranospiza caerulescens (A) LC"
"Snail kite, Rostrhamus sociabilis LC"
"Common black hawk, Buteogallus anthracinus LC"
"Great black hawk, Buteogallus urubitinga (A) LC"
"Roadside hawk, Rupornis magnirostris (C) LC"
"Harris's hawk, Parabuteo unicinctus LC"
"White-tailed hawk, Geranoaetus albicaudatus LC"
"Gray hawk, Buteo plagiatus LC"
"Red-shouldered hawk, Buteo lineatus LC"
"Broad-winged hawk, Buteo platypterus LC"
"Hawaiian hawk, Buteo solitarius (EH) NT"
"Short-tailed hawk, Buteo brachyurus LC"
"Swainson's hawk, Buteo swainsoni LC"
"Zone-tailed hawk, Buteo albonotatus LC"
"Red-tailed hawk, Buteo jamaicensis LC"
"Rough-legged hawk, Buteo lagopus LC"
"Ferruginous hawk, Buteo regalis LC"
"Long-legged buzzard, Buteo rufinus (A) LC"
"Common buzzard, Buteo buteo (Northern Mariana Islands) LC"
"Eastern buzzard, Buteo japonicus (Northern Mariana Islands) (A) LC"
"Barn owl, Tyto alba LC"
"Oriental scops-owl, Otus sunia (A) LC"
"Flammulated owl, Psiloscops flammeolus LC"
"Puerto Rican owl, Gymnasio nudipes (Puerto Rico) (EP) LC"
"Whiskered screech-owl, Megascops trichopsis LC"
"Western screech-owl, Megascops kennicottii LC"
"Eastern screech-owl, Megascops asio LC"
"Great horned owl, Bubo virginianus LC"
"Snowy owl, Bubo scandiacus VU"
"Northern hawk owl, Surnia ulula LC"
"Northern pygmy-owl, Glaucidium gnoma LC"
"Ferruginous pygmy-owl, Glaucidium brasilianum LC"
"Elf owl, Micrathene whitneyi LC"
"Burrowing owl, Athene cunicularia LC"
"Mottled owl, Strix virgata (A) LC"
"Spotted owl, Strix occidentalis NT"
"Barred owl, Strix varia LC"
"Great gray owl, Strix nebulosa LC"
"Long-eared owl, Asio otus LC"
"Stygian owl, Asio stygius (A) LC"
"Short-eared owl, Asio flammeus LC"
"Boreal owl, Aegolius funereus LC"
"Northern saw-whet owl, Aegolius acadicus LC"
"Northern boobook, Ninox scutulata (A) LC"
"Elegant trogon, Trogon elegans LC"
"Eared quetzal, Euptilotis neoxenus (C) LC"
"Eurasian hoopoe, Upupa epops (A) LC"
"Puerto Rican tody, Todus mexicanus (Puerto Rico) (EP) LC"
"Common kingfisher, Alcedo atthis (Guam) (A) LC"
"Pacific kingfisher, Todiramphus sacer (American Samoa)"
"Guam kingfisher, Todiramphus cinnamominus (Guam) (EG) EW"
"Collared kingfisher, Todiramphus chloris (American Samoa) LC"
"Mariana kingfisher, Todiramphus albicilla (Northern Mariana Islands) (ENM)"
"Ringed kingfisher, Megaceryle torquata LC"
"Belted kingfisher, Megaceryle alcyon LC"
"Amazon kingfisher, Chloroceryle amazona (A) LC"
"Green kingfisher, Chloroceryle americana LC"
"Oriental dollarbird, Eurystomus orientalis (Guam, Northern Mariana Islands) (A) LC"
"Eurasian wryneck, Jynx torquilla (A) LC"
"Lewis's woodpecker, Melanerpes lewis LC"
"Puerto Rican woodpecker, Melanerpes portoricensis (Puerto Rico, extirpated from U.S. Virgin Islands) (EP) LC"
"Red-headed woodpecker, Melanerpes erythrocephalus LC"
"Acorn woodpecker, Melanerpes formicivorus LC"
"Gila woodpecker, Melanerpes uropygialis LC"
"Golden-fronted woodpecker, Melanerpes aurifrons LC"
"Red-bellied woodpecker, Melanerpes carolinus LC"
"Williamson's sapsucker, Sphyrapicus thyroideus LC"
"Yellow-bellied sapsucker, Sphyrapicus varius LC"
"Red-naped sapsucker, Sphyrapicus nuchalis LC"
"Red-breasted sapsucker, Sphyrapicus ruber LC"
"American three-toed woodpecker, Picoides dorsalis LC"
"Black-backed woodpecker, Picoides arcticus LC"
"Great spotted woodpecker, Dendrocopos major (C) LC"
"Downy woodpecker, Dryobates pubescens LC"
"Nuttall's woodpecker, Dryobates nuttallii LC"
"Ladder-backed woodpecker, Dryobates scalaris LC"
"Red-cockaded woodpecker, Dryobates borealis (EM) NT"
"Hairy woodpecker, Dryobates villosus LC"
"White-headed woodpecker, Dryobates albolarvatus LC"
"Arizona woodpecker, Dryobates arizonae LC"
"Northern flicker, Colaptes auratus LC"
"Gilded flicker, Colaptes chrysoides LC"
"Pileated woodpecker, Dryocopus pileatus LC"
"Ivory-billed woodpecker, Campephilus principalis (E?)(Ex?) CR"
"Collared forest-falcon, Micrastur semitorquatus (A) LC"
"Crested caracara, Caracara plancus LC"
"Eurasian kestrel, Falco tinnunculus (C) LC"
"American kestrel, Falco sparverius LC"
"Red-footed falcon, Falco vespertinus (A) NT"
"Amur falcon, Falco amurensis (Northern Mariana Islands) (A) LC"
"Merlin, Falco columbarius LC"
"Eurasian hobby, Falco subbuteo (C) LC"
"Aplomado falcon, Falco femoralis LC"
"Gyrfalcon, Falco rusticolus LC"
"Peregrine falcon, Falco peregrinus LC"
"Prairie falcon, Falco mexicanus LC"
"Tanimbar corella, Cacatua goffiniana (Puerto Rico) (I) LC"
"Sulphur-crested cockatoo, Cacatua galerita (Puerto Rico) (I) LC"
"White cockatoo, Cacatua alba (Puerto Rico) (I) EN"
"Monk parakeet, Myiopsitta monachus (I) LC"
"Carolina parakeet, Conuropsis carolinensis (E) EX"
"Orange-fronted parakeet, Eupsittula canicularis (Puerto Rico) (I) LC"
"Brown-throated parakeet, Eupsittula pertinax (Puerto Rico, U.S. Virgin Islands) (I)(Ex?) LC"
"Nanday parakeet, Aratinga nenday (I) LC"
"Green parakeet, Psittacara holochlorus LC"
"Puerto Rican parakeet, Psittacara maugei (Puerto Rico) (EP) EX"
"Hispaniolan parakeet, Psittacara choloropterus (Puerto Rico) (I) VU"
"Mitred parakeet, Psittacara mitratus (I) LC"
"Red-masked parakeet, Psittacara erythrogenys (Puerto Rico) (I) NT"
"Thick-billed parrot, Rhynchopsitta pachyrhyncha (Ex) EN"
"White-winged parakeet, Brotogeris versicolurus (I) LC"
"Yellow-chevroned parakeet, Brotogeris chiriri (I) LC"
"White-fronted parrot, Amazon albifrons (Puerto Rico) (I) LC"
"Hispaniolan parrot, Amazona ventralis (Puerto Rico, U.S. Virgin Islands) (I) VU"
"Puerto Rican parrot, Amazona vittata (Puerto Rico) (EP) CR"
"Orange-winged parrot, Amazona amazonica (Puerto Rico) (I) LC"
"Red-crowned parrot, Amazona viridigenalis (I) EN"
"Yellow-headed parrot, Amazona oratrix (Puerto Rico) (I) EN"
"Rose-ringed parakeet, Psittacula krameri (I) LC"
"Blue-crowned lorikeet, Vini australis (American Samoa) LC"
"Rosy-faced lovebird, Agapornis roseicollis (I) LC"
"Masked tityra, Tityra semifasciata (A) LC"
"Gray-collared becard, Pachyramphus major (A) LC"
"Rose-throated becard, Pachyramphus aglaiae LC"
"Micronesian myzomela, Myzomela rubratra (Northern Mariana Islands; extirpated from Guam) LC"
"Cardinal myzomela, Myzomela cardinalis (American Samoa, extirpated from Guam) LC"
"Mao, Gymnomyza samoensis (American Samoa) (Ex) EN"
"Eastern wattled-honeyeater, Foulehaio carunculatus (American Samoa) LC"
"Ashy minivet, Pericrocotus divaricatus (Northern Mariana Islands) (A) LC"
"Black drongo, Dicrurus macrocercus (Guam, Northern Mariana Islands) (I) LC"
"Rufous fantail, Rhipidura rufifrons (Guam, Northern Mariana Islands) (Ex) LC"
"Northern beardless-tyrannulet, Camptostoma imberbe LC"
"Greenish elaenia, Myiopagis viridicata (A) LC"
"Small-billed elaenia, Elaenia parvirostris (A) LC"
"Caribbean elaenia, Elaenia martinica (Puerto Rico, U.S. Virgin Islands) LC"
"White-crested elaenia, Elaenia albiceps (A) LC"
"Dusky-capped flycatcher, Myiarchus tuberculifer LC+"
"Ash-throated flycatcher, Myiarchus cinerascens LC"
"Nutting's flycatcher, Myiarchus nuttingi LC"
"Great crested flycatcher, Myiarchus crinitus LC"
"Brown-crested flycatcher, Myiarchus tyrannulus LC"
"La Sagra's flycatcher, Myiarchus sagrae LC"
"Stolid flycatcher, Myiarchus stolidus (U.S. Virgin Islands) (A) LC"
"Puerto Rican flycatcher, Myiarchus antillarum (Puerto Rico) (EP) LC"
"Great kiskadee, Pitangus sulphuratus LC"
"Social flycatcher, Myiozetetes similis (A) LC"
"Sulphur-bellied flycatcher, Myiodynastes luteiventris LC"
"Piratic flycatcher, Legatus leucophaius (C) LC"
"Variegated flycatcher, Empidonomus varius (A) LC"
"Crowned slaty flycatcher, Empidonomus aurantioatrocristatus (A) LC"
"Tropical kingbird, Tyrannus melancholicus LC"
"Couch's kingbird, Tyrannus couchii LC"
"Cassin's kingbird, Tyrannus vociferans LC"
"Thick-billed kingbird, Tyrannus crassirostris LC"
"Western kingbird, Tyrannus verticalis LC"
"Eastern kingbird, Tyrannus tyrannus LC"
"Gray kingbird, Tyrannus dominicensis LC"
"Loggerhead kingbird, Tyrannus caudifasciatus (A) LC"
"Scissor-tailed flycatcher, Tyrannus forficatus LC"
"Fork-tailed flycatcher, Tyrannus savana LC"
"Tufted flycatcher, Mitrephanes phaeocercus (C) LC"
"Olive-sided flycatcher, Contopus cooperi NT"
"Greater pewee, Contopus pertinax LC"
"Western wood-pewee, Contopus sordidulus LC"
"Eastern wood-pewee, Contopus virens LC"
"Cuban pewee, Contopus caribaeus (A) LC"
"Hispaniolan pewee, Contopus hispaniolensis (Puerto Rico) (A) LC"
"Lesser Antillean pewee, Contopus latirostris (Puerto Rico) LC"
"Yellow-bellied flycatcher, Empidonax flaviventris LC"
"Acadian flycatcher, Empidonax virescens LC"
"Alder flycatcher, Empidonax alnorum LC"
"Willow flycatcher, Empidonax traillii LC"
"Least flycatcher, Empidonax minimus LC"
"Hammond's flycatcher, Empidonax hammondii LC"
"Gray flycatcher, Empidonax wrightii LC"
"Dusky flycatcher, Empidonax oberholseri LC"
"Pine flycatcher, Empidonax affinis (A) LC"
"Pacific-slope flycatcher, Empidonax difficilis LC"
"Cordilleran flycatcher, Empidonax occidentalis LC"
"Black phoebe, Sayornis nigricans LC"
"Eastern phoebe, Sayornis phoebe LC"
"Say's phoebe, Sayornis saya LC"
"Vermilion flycatcher, Pyrocephalus rubinus LC"
"Black-capped vireo, Vireo atricapilla NT"
"White-eyed vireo, Vireo griseus LC"
"Thick-billed vireo, Vireo crassirostris (C) LC"
"Cuban vireo, Vireo gundlachii (A) LC"
"Puerto Rican vireo, Vireo latimeri (Puerto Rico) (EP) LC"
"Bell's vireo, Vireo bellii LC"
"Gray vireo, Vireo vicinior LC"
"Hutton's vireo, Vireo huttoni LC"
"Yellow-throated vireo, Vireo flavifrons LC"
"Cassin's vireo, Vireo cassinii LC"
"Blue-headed vireo, Vireo solitarius LC"
"Plumbeous vireo, Vireo plumbeus LC"
"Philadelphia vireo, Vireo philadelphicus LC"
"Warbling vireo, Vireo gilvus LC"
"Red-eyed vireo, Vireo olivaceus LC"
"Yellow-green vireo, Vireo flavoviridis LC"
"Black-whiskered vireo, Vireo altiloquus LC"
"Yucatan vireo, Vireo magister (A) LC"
"Kauai elepaio, Chasiempis sclateri (EH) VU"
"Oahu elepaio, Chasiempis ibidis (EH) EN"
"Hawaii elepaio, Chasiempis sandwichensis (EH) VU"
"Fiji shrikebill, Clytorhynchus vitiensi (American Samoa) LC"
"Tinian monarch, Monarcha takatsukasae (Northern Mariana Islands) (ENM) VU"
"Guam flycatcher, Myiagra freycineti (Guam) (EG) (E) EX"
"Brown shrike, Lanius cristatus (C) LC"
"Red-backed shrike, Lanius collurio (A) LC"
"Loggerhead shrike, Lanius ludovicianus NT"
"Northern shrike, Lanius borealis LC"
"Canada jay, Perisoreus canadensis LC"
"Brown jay, Psilorhinus morio (C) LC"
"Green jay, Cyanocorax yncas LC"
"Pinyon jay, Gymnorhinus cyanocephalus VU"
"Steller's jay, Cyanocitta stelleri LC"
"Blue jay, Cyanocitta cristata LC"
"Florida scrub-jay, Aphelocoma coerulescens (EM) VU"
"Island scrub-jay, Aphelocoma insularis (EM) VU"
"California scrub-jay, Aphelocoma californica (Not yet assessed by the IUCN)"
"Woodhouse's scrub-jay, Aphelocoma woodhouseii (Not yet assessed by the IUCN)"
"Mexican jay, Aphelocoma wollweberi LC"
"Clark's nutcracker, Nucifraga columbiana LC"
"Black-billed magpie, Pica hudsonia LC"
"Yellow-billed magpie, Pica nuttalli (EM) VU"
"Eurasian jackdaw, Corvus monedula (C) LC"
"Mariana crow, Corvus kubaryi (Guam, Northern Mariana Islands) CR"
"American crow, Corvus brachyrhynchos LC"
"White-necked crow, Corvus leucognaphalus (U.S. Minor Outlying Islands, Puerto Rico) (Ex) VU"
"Tamaulipas crow, Corvus imparatus LC"
"Fish crow, Corvus ossifragus (EM) LC"
"Hawaiian crow, Corvus hawaiiensis (EH) EW"
"Chihuahuan raven, Corvus cryptoleucus (A) LC"
"Common raven, Corvus corax LC"
"Verdin, Auriparus flaviceps LC"
"Carolina chickadee, Poecile carolinensis(EM) LC"
"Black-capped chickadee, Poecile atricapillus LC"
"Mountain chickadee, Poecile gambeli LC"
"Mexican chickadee, Poecile sclateri LC"
"Chestnut-backed chickadee, Poecile rufescens LC"
"Boreal chickadee, Poecile hudsonicus LC"
"Gray-headed chickadee, Poecile cinctus LC"
"Bridled titmouse, Baeolophus wollweberi LC"
"Oak titmouse, Baeolophus inornatus LC"
"Juniper titmouse, Baeolophus ridgwayi LC"
"Tufted titmouse, Baeolophus bicolor LC"
"Black-crested titmouse, Baeolophus atricristatus LC"
"Eurasian skylark, Alauda arvensis (see note for occurrence)[note 8][23] LC"
"Horned lark, Eremophila alpestris LC"
"icterine warbler, Hippolais icterina (A)"
"Thick-billed warbler, Arundinax aedon (A) LC"
"Millerbird, Acrocephalus familiaris (EH) CR"
"Sedge warbler, Acrocephalus schoenobaenus (A) LC"
"Blyth's reed warbler, Acrocephalus dumetorum (A) LC"
"Nightingale reed warbler, Acrocephalus luscinius (Guam) (EG) (E) EX"
"Saipan reed warbler, Acrocephalus hiwae (Northern Mariana Islands) (ENM) CR"
"Aguiguan reed warbler, Acrocephalus nijoi (Northern Mariana Islands) (ENM) (E) EX"
"Pagan reed warbler, Acrocephalus yamashinae (Northern Mariana Islands) (ENM) (E) EX"
"Pallas's grasshopper warbler, Helopsaltes certhiola (A) LC"
"Middendorff's grasshopper warbler, Helopsaltes ochotensis (C) LC"
"Lanceolated warbler, Locustella lanceolata (A) LC"
"River warbler, Locustella fluviatilis (A) LC"
"Bank swallow, Riparia riparia LC"
"Tree swallow, Tachycineta bicolor LC"
"Bahama swallow, Tachycineta cyaneoviridis (C) EN"
"Violet-green swallow, Tachycineta thalassina LC"
"Mangrove swallow, Tachycineta albilinea (A) LC"
"Northern rough-winged swallow, Stelgidopteryx serripennis LC"
"Brown-chested martin, Progne tapera (A) LC"
"Purple martin, Progne subis LC"
"Southern martin, Progne elegans (A) LC"
"Gray-breasted martin, Progne chalybea (A) LC"
"Cuban martin, Progne cryptoleuca (A) LC"
"Caribbean martin, Progne dominicensis (Puerto Rico, U.S. Virgin Islands) LC"
"Barn swallow, Hirundo rustica LC"
"Common house-martin, Delichon urbica (C) LC"
"Cliff swallow, Petrochelidon pyrrhonota LC"
"Cave swallow, Petrochelidon fulva LC"
"Bushtit, Psaltriparus minimus LC"
"Japanese bush-warbler, Horornis diphone (I) LC"
"Willow warbler, Phylloscopus trochilus (A) LC"
"Common chiffchaff, Phylloscopus collybita (A) LC"
"Wood warbler, Phylloscopus sibilatrix (A) LC"
"Dusky warbler, Phylloscopus fuscatus (C) LC"
"Pallas's leaf warbler, Phylloscopus proregulus (A) LC"
"Yellow-browed warbler, Phylloscopus inornatus (C) LC"
"Arctic warbler, Phylloscopus borealis LC"
"Kamchatka leaf warbler, Phylloscopus examinandus (A) LC"
"Red-vented bulbul, Pycnonotus cafer (I) LC"
Red-whiskered bulbul Pycnonotus jocosus (I) LC
"Lesser whitethroat, Sylvia curruca (A) LC"
"Wrentit, Chamaea fasciata LC"
"Golden white-eye, Cleptornis marchei (Northern Mariana Islands) (ENM) CR"
"Warbling white-eye, Zosterops japonicus (I) LC"
"Bridled white-eye, Zosterops conspicullatus (Northern Mariana Islands; Extirpated from Guam) (ENM) EN"
"Rota white-eye, Zosterops rotensis (Northern Mariana Islands) (ENM) CR"
"Greater necklaced laughingthrush, Garrulax pectoralis (I) LC"
"Hwamei, Garrulax canorus (I) LC"
"Red-billed leiothrix, Leiothrix lutea (I) LC"
"Ruby-crowned kinglet, Corthylio calendula LC"
"Golden-crowned kinglet, Regulus satrapa LC"
"Bohemian waxwing, Bombycilla garrulus LC"
"Cedar waxwing, Bombycilla cedrorum LC"
"Gray silky-flycatcher, Ptiliogonys cinereus (A) LC"
"Phainopepla, Phainopepla nitens LC"
"Red-breasted nuthatch, Sitta canadensis LC"
"White-breasted nuthatch, Sitta carolinensis LC"
"Pygmy nuthatch, Sitta pygmaea LC"
"Brown-headed nuthatch, Sitta pusilla (EM) LC"
"Brown creeper, Certhia americana LC"
"Blue-gray gnatcatcher, Polioptila caerulea LC"
"Black-tailed gnatcatcher, Polioptila melanura LC"
"California gnatcatcher, Polioptila californica LC"
"Black-capped gnatcatcher, Polioptila nigriceps LC"
"Rock wren, Salpinctes obsoletus LC"
"Canyon wren, Catherpes mexicanus LC"
"House wren, Troglodytes aedon LC"
"Pacific wren, Troglodytes pacificus LC"
"Winter wren, Troglodytes hiemalis LC"
"Sedge wren, Cistothorus platensis LC"
"Marsh wren, Cistothorus palustris LC"
"Carolina wren, Thryothorus ludovicianus LC"
"Bewick's wren, Thryomanes bewickii LC"
"Cactus wren, Campylorhynchus brunneicapillus LC"
"Sinaloa wren, Thryothorus sinaloa (A) LC"
"Blue mockingbird, Melanotis caerulescens (A) LC"
"Gray catbird, Dumetella carolinensis LC"
"Pearly-eyed thrasher, Margarops fuscatus (Puerto Rico) LC"
"Curve-billed thrasher, Toxostoma curvirostre LC"
"Brown thrasher, Toxostoma rufum LC"
"Long-billed thrasher, Toxostoma longirostre LC"
"Bendire's thrasher, Toxostoma bendirei VU"
"California thrasher, Toxostoma redivivum LC"
"LeConte's thrasher, Toxostoma lecontei LC"
"Crissal thrasher, Toxostoma crissale LC"
"Sage thrasher, Oreoscoptes montanus LC"
"Bahama mockingbird, Mimus gundlachii (C) LC"
"Northern mockingbird, Mimus polyglottos LC"
"Micronesian starling, Aplonis opaca (Guam, Northern Mariana Islands) (ENM / EG) LC"
"Polynesian starling, Aplonis tabuensis (American Samoa) LC"
"Samoan starling, Alponis atrifusca (American Samoa) LC"
"European starling, Sturnus vulgaris (I) LC"
"White-cheeked starling, Spodiopsar cineraceus (Northern Mariana Islands) (A) LC"
"Common myna, Acridotheres tristis (I) LC"
"Jungle myna, Acridotheres fuscus (American Samoa) (I) LC"
"American dipper, Cinclus mexicanus LC"
"Eastern bluebird, Sialia sialis LC"
"Western bluebird, Sialia mexicana LC"
"Mountain bluebird, Sialia currucoides LC"
"Townsend's solitaire, Myadestes townsendi LC"
"Brown-backed solitaire, Myadestes occidentalis (A) LC"
"Olomao, Myadestes lanaiensis (EH) CR"
"Omao, Myadestes obscurus (EH) VU"
"Puaiohi, Myadestes palmeri (EH) CR"
"Orange-billed nightingale-thrush, Catharus aurantiirostris (A) LC"
"Black-headed nightingale-thrush, Catharus mexicanus (A) LC"
"Veery, Catharus fuscescens LC"
"Gray-cheeked thrush, Catharus minimus LC"
"Bicknell's thrush, Catharus bicknelli VU"
"Swainson's thrush, Catharus ustulatus LC"
"Hermit thrush, Catharus guttatus LC"
"Wood thrush, Hylocichla mustelina LC"
"Eurasian blackbird, Turdus merula (A) LC"
"Eyebrowed thrush, Turdus obscurus LC"
"Island thrush, Turdus poliocephalus (American Samoa) LC"
"Dusky thrush, Turdus eunomus (C) LC"
"Naumann's thrush, Turdus naumanni (A) LC"
"Fieldfare, Turdus pilaris (C) LC"
"Redwing, Turdus iliacus (C) NT"
"Song thrush, Turdus philomelos (A) LC"
"Clay-colored thrush, Turdus grayi LC"
"White-throated thrush, Turdus assimilis (C) LC"
"Rufous-backed robin, Turdus rufopalliatus LC"
"American robin, Turdus migratorius LC"
"Red-legged thrush, Turdus plumbeus (A) LC"
"Varied thrush, Ixoreus naevius LC"
"Aztec thrush, Ridgwayia pinicola (C) LC"
"Gray-streaked flycatcher, Muscicapa griseisticta (C) LC"
"Asian brown flycatcher, Muscicapa dauurica (A) LC"
"Spotted flycatcher, Muscicapa striata (A) LC"
"Dark-sided flycatcher, Muscicapa sibirica (C) LC"
"White-rumped shama, Copsychus malabaricus (I) LC"
"European robin, Erithacus rubecula (A) LC"
"Siberian blue robin, Larvivora cyane (A) LC"
"Rufous-tailed robin, Larvivora sibilans (A) LC"
"Bluethroat, Cyanecula svecica LC"
"Siberian rubythroat, Calliope calliope LC"
"Red-flanked bluetail, Tarsiger cyanurus (C) LC"
"Narcissus flycatcher, Ficedula narcissina (A) LC"
"Mugimaki flycatcher, Ficedula mugimaki (A) LC"
"Taiga flycatcher, Ficedula albicilla (C) LC"
"Common redstart, Phoenicurus phoenicurus (A) LC"
"Asian stonechat, Saxicola maurus (C) LC"
"Northern wheatear, Oenanthe oenanthe LC"
"Pied wheatear, Oenanthe pleschanka (A) LC"
"Olive warbler, Peucedramus taeniatus LC"
"Northern red bishop, Euplectes franciscanus (Puerto Rico, U.S. Virgin Islands) (I) [note 9] LC"
"Yellow-crowned bishop, Euplectes afer (Puerto Rico) (I) LC"
"Pin-tailed whydah, Vidua macroura (Puerto Rico) (I) LC"
"Bronze mannikin, Spermestes cucullata (Puerto Rico, U.S. Virgin Islands) (I) LC"
"African silverbill, Euodice cantans (I) LC"
"Indian silverbill, Euodice malabarica (I) LC"
"Java sparrow, Padda oryzivora (I) EN"
"Scaly-breasted munia, Lonchura punctulata (I) LC"
"Tricolored munia, Lonchura malacca (I) LC"
"Chestnut munia, Lonchura atricapilla (Guam, Puerto Rico) (I) LC"
"Red avadavat, Amandava amandava (I) LC"
"Lavender waxbill, Glaucestrilda caerulescens (I) LC"
"Common waxbill, Estrilda astrild (I) LC"
"Siberian accentor, Prunella montanella (C) LC"
"House sparrow, Passer domesticus (I) LC"
"Eurasian tree sparrow, Passer montanus (I) LC"
"Western yellow wagtail, Motacilla flava (Northern Mariana Islands) (A) LC"
"Eastern yellow wagtail, Motacilla tschutschensis LC"
"Citrine wagtail, Motacilla citreola (A) LC"
"Gray wagtail, Motacilla cinerea (C) LC"
"White wagtail, Motacilla alba LC"
"Tree pipit, Anthus trivialis (A) LC"
"Olive-backed pipit, Anthus hodgsoni LC"
"Pechora pipit, Anthus gustavi (C) LC"
"Red-throated pipit, Anthus cervinus LC"
"American pipit, Anthus rubescens LC"
"Sprague's pipit, Anthus spragueii VU"
"Common chaffinch, Fringilla coelebs (C) LC"
"Brambling, Fringilla montifringilla LC"
"Antillean euphonia, Chlorophonia musica (Puerto Rico) LC"
"Evening grosbeak, Coccothraustes vespertinus VU"
"Hawfinch, Coccothraustes coccothraustes (C) LC"
"Common rosefinch, Carpodacus erythrinus (C) LC"
"Pallas's rosefinch, Carpodacus roseus (A) LC"
"Akikiki, Oreomystis bairdi (EH) CR"
"Oahu alauahio, Paroreomyza maculata (EH) CR"
"Maui alauahio, Paroreomyza montana (EH) EN"
"Palila, Loxiodes balleui (EH) CR"
"Laysan finch, Telespiza cantans (EH) VU"
"Nihoa finch, Telespiza ultima (EH) CR"
"Akohekohe, Palmeria dolei (EH) CR"
"Apapane, Himatione sanguinea (EH) LC"
"Iiwi, Drepanis coccinea (EH) VU"
"Ou, Psittirostra psittacea (EH) CR"
"Maui parrotbill, Pseudonestor xanthrophrys (EH) CR"
"Kauai nukupuu, Hemignathus hanapepe (EH) CR"
"Maui nukupuu, Hemignathus affinis (EH) CR"
"Akiapolaau, Hemignathus wilsoni (EH) EN"
"Anianiau, Magumma parva (EH) VU"
"Hawaii amakihi, Chlorodrepanis virens (EH) LC"
"Oahu amakihi, Chlorodrepanis flavus (EH) VU"
"Kauai amakihi, Chlorodrepanis stejnegeri (EH) VU"
"Hawaii creeper, Loxops mana (EH) EN"
"Akekee, Loxops caeruleirostris (EH) CR"
"Maui akepa, Loxops ochraceus (EH) CR"
"Hawaii akepa, Loxops coccineus (EH) EN"
"Pine grosbeak, Pinicola enucleator LC"
"Eurasian bullfinch, Pyrrhula pyrrhula (C) LC"
"Asian rosy-finch, Leucosticte arctoa (A) LC"
"Gray-crowned rosy finch, Leucosticte tephrocotis LC"
"Black rosy-finch, Leucosticte atrata (EM) EN"
"Brown-capped rosy-finch, Leucosticte australis (EM) EN"
"House finch, Haemorhous mexicanus [note 10] LC"
"Purple finch, Haemorhous purpureus LC"
"Cassin's finch, Haemorhous cassinii LC'"
"Oriental greenfinch, Chloris sinica (C) LC"
"Yellow-fronted canary, Crithagra mozambica (I) LC"
"Common redpoll, Acanthis flammea LC"
"Hoary redpoll, Acanthis hornemanni (Not yet assessed by the IUCN)"
"Red crossbill, Loxia curvirostra LC"
"Cassia crossbill, Loxia sinesciuris (Not yet assessed by the IUCN)"
"White-winged crossbill, Loxia leucoptera LC"
